Nest,Observed,Species,PIT,AE1,LFF,AE2,RFF,AE3,CNT,CNN,CW,SNT,SNN,SW,Biopsy,Incubation,Rel_Eggs,Eggs_Taken,Hatched,Unhatched,Live,Dead,Pipped,Comments,time,hatchdate,date,hatchsucc,emergencesucc,disVeg,disHT,final_lat,final_long,final_access,treatment,total_eggs,orig_lat,orig_long,reloc_lat,reloc_long,reloc_access,access,orig_beach_side,reloc_beach_side,tags,returning_turtle,disHT2,disVeg2,dna_id,prevtags,first_action,exit_time
72,Y,CC,42507A6763,,XXM690,,XXR821,,108.9,,95.3,98.1,,79.75,,56,,,170,12,11,4,2,Lost to erosion,1:59:00 AM,22SEP2002,28JUL2002,,,,,33.8493200,-77.960080,39,N,,33.8493200,-77.960080,,,,39,,,,,,,,,,
73,Y,CC,410C2E0813,E,XXM685,,XXM684,,,,,,,,,,,,,,,,,"She had already started covering wit hher front flippers, so I didn't have time to measure her before she took off",4:30:00 AM,,28JUL2002,,,,,33.8466700,-77.970750,35,N,,33.8466700,-77.970750,,,,35,,,,,,,,,,
74,Y,CC,4255574D72,A,XXM640,E,XXM642,E,105.45,,96.35,97.35,,72.55,,56,,,98,7,0,0,0,Lost to erosion,4:00:00 AM,22SEP2002,02AUG2002,,,,,33.8465800,-77.960130,41R,N,,33.8465800,-77.960130,,,,41R,,,,,,,,,,
75,Y,CC,,,QQP870,E,,E,,,,,,,Y,,,,60,5,0,0,0,Small turtle really fidgety. Couldn't get PIT tag scanner to bring up #,11:56:00 PM,,08AUG2002,,,,,33.8440700,-77.960180,39R,N,,33.8440700,-77.960180,,,,39R,,,,,,,,,,
76,N,CC,,,,,,,,,,,,,,,,,0,110,0,0,0,,3:30:00 AM,02OCT2002,10AUG2002,,,,,33.8721800,-77.958020,42L,N,,33.8721800,-77.958020,,,,42L,,,,,,,,,,
77,N,CC,,,,,,,,,,,,,,,,,126,3,7,1,1,,12:33:00 AM,04OCT2002,11AUG2002,,,,,33.9556000,-77.959680,42L,N,,33.9556000,-77.959680,,,,42L,,,,,,,,,,
78,N,CC,,,,,,,,,,,,,,,,,102,9,0,0,0,,3:30:00 AM,,11AUG2002,,,,,33.8434700,-77.964800,36L,N,,33.8434700,-77.964800,,,,36L,,,,,,,,,,
1,N,Cc,,,,,,,,,,,,,,,,,2,143,0,0,0,,7:35:00 AM,,17MAY2003,,,,,33.8602600,-77.959430,42R,N,,33.8602600,-77.959430,,,,42R,,,,,,,,,,
2,N,Cc,,,,,,,,,,,,,,73,,,100,4,3,0,0,,9:00:00 AM,09AUG2003,28MAY2003,,,,,33.8836600,-77.956210,42L,N,,33.8836600,-77.956210,,,,42L,,,,,,,,,,
3,Y,Cc,42323E6349,A,SSN087,E,RRE101,A,110,109,100,101.7,101,81.4,,60,,1,131,14,9,4,0,Scar on scale 1 left flipper and scale 1 right flipper,10:30:00 PM,01AUG2003,02JUN2003,90%,81%,,,33.8430000,-77.963630,36R,N,146,33.8430000,-77.963630,,,,36R,,,,,,,,,,
4,Y,Cc,423476145D,A,RRE102,A,XXR828,E,101.9,100,95.5,93.4,92,73.6,Y,62,,,100,19,0,0,0,"Turtle noted and observed from ascension to decension. Numerous animals on carapace including barnacles, skeleton shrimp, and even a sea anemone on lower left hand side of carapce on left anal scute",1:14:00 AM,05AUG2003,04JUN2003,,,,,33.8604200,-77.959430,42R,N,,33.8604200,-77.959430,,,,42R,,,,,,,,,,
5,N,Cc,,,,,,,,,,,,,,58,,,107,4,1,0,0,Quite close to strand line but left in site.,4:09:00 AM,01AUG2003,04JUN2003,,,,,33.8551200,-77.996520,18R,N,,33.8551200,-77.996520,,,,18R,,,,,,,,,,
6,N,Cc,,,,,,,,,,,,,,68,,,108,49,0,0,2,,4:52:00 AM,11AUG2003,04JUN2003,,,,,33.8712300,-78.005350,8R,N,,33.8712300,-78.005350,,,,8R,,,,,,,,,,
7,Y,Cc,,,RRE125,A,RRE124,A,108,107,107.5,,,,,62,,1,110,16,0,0,0,"Crowd of 10 people observed nesting, we came as nest was being covered up. Tagged on the move",11:35:00 PM,05AUG2003,04JUN2003,87%,87%,,,33.8492300,-77.977950,31L,N,127,33.8492300,-77.977950,,,,31L,,,,,,,,,,
8,Y,Cc,4232482D29,A,RRE122,A,RRE123,A,105.4,105,96.7,97.7,96,71.8,,63,,,114,5,0,0,0,"Turtle ascent observed at about 22:00, took over 2 hours to find a nest site. After laying took over an hour to go cover and descend. Over at 2:40",12:30:00 AM,07AUG2003,05JUN2003,,,,,33.8421200,-77.961620,36R,N,,33.8421200,-77.961620,,,,36R,,,,,,,,,,
9,Y,Cc,422E7E5206,A,RRE149,A,RRE150,A,110.2,109,97.9,99.3,98,75.7,Y,58,,,120,28,1,0,0,"Left rear flipper- chunk missing distal end. Carapace covered heavily with barnacles, skeleton shrimp, small plant-like creatures, etc",10:53:00 PM,02AUG2003,05JUN2003,,,,,33.8439200,-77.965120,36R,N,,33.8439200,-77.965120,,,,36R,,,,,,,,,,
10,Y,Cc,,,RRE105,A,RRE104,A,106.6,105,61,99.4,97,77.3,Y,58,,,126,9,0,0,0,She has scars on left back of carapace that appear to look like a shark bite,11:18:00 PM,02AUG2003,05JUN2003,,,,,33.8523500,-77.987920,24R,N,,33.8523500,-77.987920,,,,24R,,,,,,,,,,
11,Y,Cc,4236586712,A,RRE127,A,RRE128,A,96.1,94,84.2,87.8,85,68.3,Y,61,69,,66,6,2,0,0,Turtle nested just past acess 42 in tidal overwash zone. Nest moved. Carapace clean but huge barnacles. Few eggs laid per contraction- same contractions with no eggs. 5 x 5 cm area scrape keratin flaked off- removed for freezing. The keratin was hanging off- don't know why. Largish area. New Location: N 33.8555 W -77.95978,10:45:00 PM,06AUG2003,06JUN2003,,,,,33.8555000,-77.959780,42R,Y,,33.8527000,-77.960210,33.8555000,-77.959780,42R,42R,East,,,,,,,,,
12,N,Cc,,,,,,,,,,,,,,67,,,95,14,0,0,0,,3:25:00 AM,13AUG2003,07JUN2003,,,,,33.8692800,-77.958220,42R,N,,33.8692800,-77.958220,,,,42R,,,,,,,,,,
13,Y,Cc,4236293973,A,RRE129,E,RRE130,E,104.8,103,94,94.1,94,68.9,Y,59,106,14,105,5,3,0,0,"Broke some eggs while covering chamber. Relocated nest 7/20/03. 2 eggs broken. Top 9 eggs were shriveled and not moved to new nest site. Nest moved due to severe erosion and previous loss of topp eggs due to natural causes (waves, tidal, immendation) Relocated GPS N 33.85318 W -77.9902",11:30:00 PM,06AUG2003,08JUN2003,85%,82%,,,33.8531800,-77.990200,23L,Y,124,33.8530700,-77.983570,33.8531800,-77.990200,23L,23L,South,,,,,,,,,
14,Y,Cc,42363A0363,A,RRE131,A,XXR891,A,104,104,102,96.1,95,74.7,Y,63,,,95,27,2,0,0,Our lady was exceptionally clean. No skeleton shrimp or large barnacles to speak of. Any barnacles that were present were 2-3 mm in diameter or smaller scratches as evidence of barnacle removal by turtle herself or outside influence present. Lady laid too many eggs to fit in her egg chamber and nest required re-excavation in order to fit all eggs into the nest chamber. Laid roughly 15-20 eggs too many.,12:22:00 AM,13AUG2003,11JUN2003,,,,,33.8500200,-77.980780,29L,N,,33.8500200,-77.980780,,,,29L,,,,,,,,,,
15,Y,Cc,,,RRE147,A,RRE148,A,109.3,108,99.5,101.6,99,77.9,,59,,,127,4,0,0,0,"Very clean, maybe 3 barnacles, not many shrimp. Very fast nesting, very healthy looking",2:40:00 AM,10AUG2003,12JUN2003,,,,,33.8480500,-77.975250,32R,N,,33.8480500,-77.975250,,,,32R,,,,,,,,,,
16,Y,Cc,985120018165349,A,XXR889,E,SSJ667,E,100.5,100,93.1,94.9,91,68.3,Y,67,,,25,73,2,5,1,"Dirty girl, lots of epibiont",12:15:00 AM,19AUG2003,13JUN2003,,,,,33.8462000,-77.960070,41L,N,,33.8462000,-77.960070,,,,41L,,,,,,,,,,
17,Y,Cc,985120016904574,A,SSK334 / QQJ979,E,RRE118,A,104.6,103,95,98.3,95,73,,61,,,111,34,2,12,6,"LFF had 2 flipper tags. Tag SSK334 had barnacles growing on underside. So ""return to"" location was inaccessible. A thick callous was also found around tag SSK334, almost as if scale had grown around tag. Carapace was comparatively clean, no barnacles were recovered",2:49:00 AM,15AUG2003,15JUN2003,,,,,33.8509500,-77.983700,26L,N,,33.8509500,-77.983700,,,,26L,,,,,,,,,,
18,N,Cc,,,,,,,,,,,,,,57,,,63,37,1,1,0,,12:45:00 AM,12AUG2003,16JUN2003,,,,,33.8583500,-78.002530,17L,N,,33.8583500,-78.002530,,,,17L,,,,,,,,,,
19,Y,Cc,985100010477939,A,RRE113,A,RRE114,A,102,101,96.3,96.2,95,76.5,Y,59,,,75,38,1,0,1,,2:04:00 AM,14AUG2003,16JUN2003,,,,,33.8536500,-77.992100,21L,N,,33.8536500,-77.992100,,,,21L,,,,,,,,,,
20,Y,Cc,42323E6349,E,SSN087,E,RRE101,E,112,110,101.5,103.6,102,83.2,Y,63,,,98,19,0,1,0,"Wandered across entire beach for 6 hours after nesting. Skin seemed very unhealthy, almost rotting in look. Eventually made it to the water at 07:00 with much persuasion. A turtle walk was present during her nesting and beginning of descent",12:40:00 AM,19AUG2003,17JUN2003,,,,,33.8423800,-77.962770,35R,N,,33.8423800,-77.962770,,,,35R,,,,,,,,,,
21,Y,Cc,985100010679375,A,,E,RRE120,A,103.8,102,95.6,97.6,96,71.7,Y,65,,,103,16,3,0,1,"Carapace was very clean- few barnacles. LFF tag was covered with barnacles. Return address label was illegible as well as the second two letters of the sequence. Nest ~2 m from tide line. 67 temperature logger 2/134 installed in nest. Temperature logger: 629508 (three). 6/17/03 time finished treating nest- 2329, LFF tag: S??844",9:45:00 PM,21AUG2003,17JUN2003,,,,,33.8775500,-77.957080,42R,N,,33.8775500,-77.957080,,,,42R,,,,,,,,,,
22,Y,Cc,423476145D,E,RRE102,E,XXR828,E,104,103,96,93.7,92,72.5,,63,,,104,5,1,0,0,,10:05:00 PM,19AUG2003,17JUN2003,,,,,33.8681000,-77.908230,42R,N,,33.8681000,-77.908230,,,,42R,,,,,,,,,,
23,Y,Cc,,,RRE125,E,RRE124,E,110.5,100,100,99.7,99,,,68,,,75,30,1,0,0,Looks like a returner. PIT scanner- low battery- no PIT applied because could not verify presence or absence. Heavy barnacle growth toward far end of carapace. Very small notch- overgrown with barnacles. Temperature logger installed in nest. Temeprature logger: 645905 (one). 6/18/03 time finished treating nest: 0159,12:10:00 AM,25AUG2003,18JUN2003,,,,,33.8709500,-77.958080,42R,N,,33.8709500,-77.958080,,,,42R,,,,,,,,,,
24,Y,Cc,985120018160194,A,RRE111,A,RRE112,A,108.5,107,98,97.5,96,79.3,Y,63,,,89,50,0,0,0,Lady was relatively clean- is a recruit. Covered for slightly longer than normal- perhaps 30 min,10:30:00 PM,20AUG2003,18JUN2003,,,,,33.8420700,-77.961980,35R,N,,33.8420700,-77.961980,,,,35R,,,,,,,,,,
25,N,Cc,,,,,,,,,,,,,,63,,,116,15,1,1,0,Turtle not observed nesting. Nest in side of beach dune area. Watch carefully for wash outs,4:50:00 AM,22AUG2003,20JUN2003,,,,,33.8489200,-77.960050,42L,N,,33.8489200,-77.960050,,,,42L,,,,,,,,,,
26,N,Cc,,,,,,,,,,,,,,57,,,51,49,2,0,0,Nest moved from south beach left of access 18 due to being in the tidal zone. Moved to N 33.85478 W -77.99568,6:15:00 AM,16AUG2003,20JUN2003,,,,,33.8547800,-77.995680,19L,Y,,33.8590700,-78.008650,33.8547800,-77.995680,19L,18L,South,,,,,,,,,
27,Y,Cc,422E7E5206,E,RRE149,E,RRE150,E,108.5,106,100,100.6,99,75.4,,54,,,130,4,9,0,0,Dug one body pit and them moved 2-3 m further up the beach to nest,12:40:00 AM,14AUG2003,21JUN2003,,,,,33.8433500,-77.963850,35R,N,,33.8433500,-77.963850,,,,35R,,,,,,,,,,
28,N,Cc,,,,,,,,,,,,,,59,,,91,5,1,0,0,,12:35:00 AM,19AUG2003,21JUN2003,,,,,33.8509800,-77.959970,42R,N,,33.8509800,-77.959970,,,,42R,,,,,,,,,,
29,Y,Cc,,,RRE105,E,RRE104,E,,,,,,,,,140,,110,8,0,0,0,Nest relocated because laid below high tide line. Relocated to access 41 L N 33.84682 W -77.96022,3:50:00 AM,,21JUN2003,,,,,33.8468200,-77.960220,41L,Y,,33.5109000,-77.575890,33.8468200,-77.960220,41L,42R,East,,,,,,,,,
30,N,Cc,,,,,,,,,,,,,,55,,,127,8,5,0,0,,6:00:00 AM,15AUG2003,21JUN2003,,,,,33.8515000,-78.004570,8L,N,,33.8515000,-78.004570,,,,8L,,,,,,,,,,
31,Y,Cc,985100010160225,A,RRE132,A,RRE133,A,106.3,105,98.2,98.3,97,77.2,,61,,,99,5,0,1,0,,11:00:00 PM,21AUG2003,21JUN2003,,,,,33.8742500,-77.961470,42R,N,,33.8742500,-77.961470,,,,42R,,,,,,,,,,
32,Y,Cc,985120016910177,A,RRE106,A,RRE116,A,103.2,102,93.1,95.3,92,77.1,Y,,,,0,,,,,Nest predated by fox,12:30:00 AM,,23JUN2003,,,,,33.9123700,-77.956920,42R,N,,33.9123700,-77.956920,,,,42R,,,,,,,,,,
33,Y,Cc,9851200181450569,A,RRE134,A,RRE136,A,103,102,95,96.5,95,73,Y,59,,,107,3,0,0,0,Appeared to have been struck and had sustained injuries to middle of carapace. Injuries are diagnosed and were noticeably healed,3:40:00 AM,21AUG2003,23JUN2003,,,,,33.8629800,-77.958970,42R,N,,33.8629800,-77.958970,,,,42R,,,,,,,,,,
34,Y,Cc,42363A0363,E,RRE138,A,XXR891,E,105.8,105,102,96.2,95,77.3,,57,,,127,24,29,2,0,,2:48:00 AM,21AUG2003,25JUN2003,,,,,33.8418500,-77.961850,36R,N,,33.8418500,-77.961850,,,,36R,,,,,,,,,,
35,Y,Cc,985100010467924,A,RRE107,A,RRE119,A,97.7,97,88.9,89.4,89,68.7,Y,64,,,103,1,1,0,0,"No scars, no tags- totally new nester. Clean carapace- recovered only 2 substantial barnacles. Jerked when applying RFF tag, bent tag, had to apply different tag. The nest chamber was not filled all the way. Only enough eggs to fill 1/2 chamber were laid",11:36:00 PM,28AUG2003,25JUN2003,,,,,33.8985800,-77.951230,42R,N,,33.8985800,-77.951230,,,,42R,,,,,,,,,,
36,Y,Cc,985100010477173,A,SSK334 / QQJ979,E,RRE118,E,104.2,103,94.4,97.1,96,72.7,,60,,,161,6,0,0,0,"Second scale tag has barnacle on backside, return address not readable. Also, this tag may be growing into skin",3:00:00 AM,25AUG2003,26JUN2003,,,,,33.8450500,-77.967600,36R,N,,33.8450500,-77.967600,,,,36R,,,,,,,,,,
37,Y,Cc,985120018165349,E,XXR889,E,SSJ667,E,99.5,99,92.7,93.4,92,70.6,,61,,,82,4,0,0,0,,10:15:00 PM,26AUG2003,26JUN2003,,,,,33.8452300,-77.843480,39L,N,,33.8452300,-77.843480,,,,39L,,,,,,,,,,
38,Y,Cc,,,RRE147,E,RRE148,E,110.3,108,100,103.5,101,76.3,,61,,,143,8,0,0,0,,2:40:00 AM,27AUG2003,27JUN2003,,,,,33.8455500,-77.968820,35R,N,,33.8455500,-77.968820,,,,35R,,,,,,,,,,
39,Y,Cc,,,RRE140,E,RRE142,E,,,,,,,,61,,,88,35,2,1,0,,3:50:00 AM,27AUG2003,27JUN2003,,,,,33.8571200,-78.000700,15L,N,,33.8571200,-78.000700,,,,15L,,,,,,,,,,
40,Y,Cc,,,RRE174,A,RRE175,A,103.9,103,94,97.2,96,72.1,Y,55,,,135,6,0,0,0,,11:50:00 PM,21AUG2003,27JUN2003,,,,,33.8487700,-77.960150,42L,N,,33.8487700,-77.960150,,,,42L,,,,,,,,,,
41,Y,Cc,,,RRE125,E,RRE124,E,110.1,109,97.6,99.9,99,75.6,,67,,,72,28,2,0,0,,11:19:00 PM,04SEP2003,29JUN2003,,,,,33.8660200,-77.958500,42R,N,,33.8660200,-77.958500,,,,42R,,,,,,,,,,
42,Y,Cc,42323E6349,E,SSN087,E,RRE101,E,112.3,110,101,103.4,101,78.5,,58,,,103,28,1,2,0,,12:45:00 AM,27AUG2003,30JUN2003,,,,,33.8467800,-77.971230,34R,N,,33.8467800,-77.971230,,,,34R,,,,,,,,,,
43,Y,Cc,43357F370E,A,RRE158,A,RRE160,A,96,94,88.5,91.7,90,68.2,,,,,0,106,0,0,0,Nearly washed away: exc- nothing hatched,12:40:00 AM,,01JUL2003,,,,,33.8455500,-77.969100,35R,N,,33.8455500,-77.969100,,,,35R,,,,,,,,,,
44,Y,Cc,423476145D,E,RRE102,E,XXR828,E,101.7,100,95,95.2,91,73.6,,58,,,101,3,0,0,0,Please notify plyons@newportaquarium.com when nest is excavated with hatching success info,10:18:00 PM,29AUG2003,02JUL2003,,,,,33.8710700,-77.958220,42R,N,,33.8710700,-77.958220,,,,42R,,,,,,,,,,
45,N,Cc,,,,,,,,,,,,,,58,,,98,64,1,1,0,,1:15:00 AM,30AUG2003,03JUL2003,,,,,33.8472000,-77.960120,41L,N,,33.8472000,-77.960120,,,,41L,,,,,,,,,,
46,Y,Cc,4236293973,E,RRE129,E,RRE130,E,104.2,102,91,94.5,94,71.3,,,,,,,,,,,3:00:00 AM,,03JUL2003,,,,,33.8958000,-77.952100,42R,N,,33.8958000,-77.952100,,,,42R,,,,,,,,,,
47,Y,Cc,985100010679375,E,SSE844,E,RRE120,E,102.8,101,95.7,98.7,94,70.5,,62,,,105,2,1,0,0,,10:17:00 PM,03SEP2003,03JUL2003,,,,,33.8743300,-77.957700,42R,N,,33.8743300,-77.957700,,,,42R,,,,,,,,,,
48,Y,Cc,43337E6502,A,RRE155,E,RRE159,E,99.1,98,93.2,92.5,92,71.2,Y,57,,,125,7,0,1,0,"New nester? Really slow, twice dug 2 nest chambers, had to help dig the actual (third) nest chamber",9:42:00 PM,29AUG2003,03JUL2003,,,,,,,25R,N,,,,,,,25R,,,,,,,,,,
49,Y,Cc,43137E5C69,A,RRE105,E,RRE104,E,106.5,105,99.5,102.3,100,78.6,,,,,,,,,,"Nest was laid ~1 ft from a 4ft escarpment. On 7/11 @ 1900 someone reported eggs on the beach. When we arrived, the cage and sign were in the surf and there were no visible eggs. The escarpment had been reduced to ~2 ft. High tide occurred at 1908 and is a spring tide. The nest was 7 days old",2:30:00 AM,,04JUL2003,,,,,33.8410300,-77.960750,36R,N,,33.8410300,-77.960750,,,,36R,,,,,,,,,,
50,Y,Cc,,,RRE144,A,RRE190,E,98.8,98,88.2,,,,,,,,,,,,,,4:50:00 AM,,04JUL2003,,,,,33.8482700,-77.975770,32R,N,,33.8482700,-77.975770,,,,32R,,,,,,,,,,
51,Y,Cc,4336204A43,A,SSN130,E,SSN146,E,106.5,106,98.1,97.9,97,75.9,Y,58,,,122,20,1,0,0,This turtle was used for the satellite tracking. She got the expensive one with the dive sensor,10:35:00 PM,31AUG2003,04JUL2003,,,,,33.8458500,-77.969420,35L,N,,33.8458500,-77.969420,,,,35L,,,,,,,,,,
52,N,Cc,,,,,,,,,,,,,,58,,,75,15,0,0,0,"Searched for nest; found by poking stick into sand.. Broke some eggs… not sure how many, maybe 4 or 5",12:40:00 AM,01SEP2003,05JUL2003,,,,,33.8838500,-77.955880,42R,N,,33.8838500,-77.955880,,,,42R,,,,,,,,,,
53,Y,Cc,985100019477173,E,SSK334 / QQJ979,E,RRE118,E,105.2,103,94.9,97.5,95,70.4,,57,,,100,5,18,0,7,4th satellite transmitter attached (yay!) possible leeches collected in epibiont sample. This turtle has 2 PIT tags.,1:10:00 AM,04SEP2003,09JUL2003,,,,,33.8422700,-77.960150,39L,N,,33.8422700,-77.960150,,,,39L,,,,,,,,,,
54,Y,Cc,985120018165349,E,XXR889,E,SSJ667,E,101.9,100,94.7,93.7,91,68.6,,60,,,80,7,1,0,0,"1st left side scute- when barnacles removed found worm-like creatures. Barnacle came off very easily and took keratin with it. Turtle had distinct odor similar to that of a stranding. She didn't lay many eggs, filling <1/2 of nes chamber. Carapace covered in barnacles and algae.",3:31:00 AM,08SEP2003,10JUL2003,,,,,33.8560700,-77.999120,39R,N,,33.8560700,-77.999120,,,,39R,,,,,,,,,,
55,Y,Cc,,,,,RRE164,A,,,,,,,,52,,,139,3,1,2,0,"Had to go in due to thunderstorms, able to quickly tag RFF. She had a large colony of some tube-like plants or animals on her back about 2-4 cm high. Lots of dune grass around and in front of nest. Cage is diagonal",2:00:00 AM,01SEP2003,11JUL2003,,,,,33.8481000,-77.974580,35L,N,,33.8481000,-77.974580,,,,35L,,,,,,,,,,
56,Y,Cc,43337B7447,A,RRE147,E,RRE148,E,109.8,109,99,105.8,103,79.4,Y,54,,,135,3,2,0,0,,12:58:00 AM,04SEP2003,12JUL2003,,,,,33.8470700,-77.971650,35L,N,,33.8470700,-77.971650,,,,35L,,,,,,,,,,
57,Y,Cc,4312453074,A,RRE125,E,RRE124,E,111.1,110,98.1,98.6,98,78.1,,62,,,100,6,1,0,0,Knotch on rear right side of carapce. Lots of barnacles layered on top of each other at rear of carapace. Flipper tags were applied upside down making them difficult to read,11:30:00 PM,12SEP2003,12JUL2003,,,,,33.8580000,-77.959600,42R,N,,33.8580000,-77.959600,,,,42R,,,,,,,,,,
58,Y,Cc,42323E6349,E,SSN087,E,RRE101,E,109.3,108,99.5,101.8,99,78.8,,60,,,110,17,0,0,0,,2:57:00 AM,11SEP2003,13JUL2003,,,,,33.8443700,-77.965700,36R,N,,33.8443700,-77.965700,,,,36R,,,,,,,,,,
59,Y,Cc,4312663C4C,A,RRE171,A,RRE173,A,103.3,101,90.2,95,94,71.7,Y,60,87,,62,6,1,0,0,Very clean besides one group of barnacles on back- rotting under that. No tag scars but possible previous biopsy scar. Nest relocated because it was in front of East Beach cliffs. Now to the left of access 42. N 33.84887 W -77.9601,9:20:00 PM,11SEP2003,13JUL2003,,,,,33.8488700,-77.960100,42L,Y,,33.8520000,-77.959870,33.8488700,-77.960100,42L,42R,East,,,,,,,,,
60,Y,Cc,43357F370E,E,RRE165,A,RRE160,E,96.6,96,89.9,90.4,89,70.9,,58,,,74,12,0,0,0,"Many barnacles all over shell, some very large clumps towards middle-center of carapace. Barnacles also on flippers/neck/face area. Turtle appears to be thin by the look of her neck",11:42:00 PM,11SEP2003,15JUL2003,,,,,33.8446000,-77.966950,36R,N,,33.8446000,-77.966950,,,,36R,,,,,,,,,,
61,Y,Cc,422E7E5206,E,RRE149,E,RRE150,E,110.9,108,104.2,101.9,101,76.9,,54,,,130,13,0,1,0,Large amount of algae type material on shell. Small piece of L rear flipper missing. Some small barnacles on front flippers. Skeleton shrimp sp appear to be mixed in with algae. Algae covers some barnacles in thick mats,2:47:00 AM,08SEP2003,16JUL2003,,,,,33.8451000,-77.967430,35R,N,,33.8451000,-77.967430,,,,35R,,,,,,,,,,
62,Y,Cc,43137E5C69,E,RRE105,E,RRE104,E,107.8,106,102.7,100.4,98,76.8,,56,,,109,17,1,0,0,Turtle has a healed wound in carapce shape of half moon posterior left side. Foraord of the crescent is a hole in carapace appearing to penetrate deep. Looks like leeches or some other type of organism are in the wound. The left rear region of the shell appears to have a couple other holes with algae and other epibionts covering it.,11:19:00 PM,10SEP2003,16JUL2003,,,,,33.8548200,-77.995600,19L,N,,33.8548200,-77.995600,,,,19L,,,,,,,,,,
63,Y,Cc,,,RRE146,A,RRE192,A,98,97,89.2,,91,70.8,,57,,,73,11,17,5,0,Turtle had relatively clean shell except at top/center where barnacles were clumped and piled on top of one another. Some small skeleton shrimp-like organisms but otherwise shell was relatively clean. Individual did not seem to lay many eggs and quickly covered nest and camoflaged giving little time for tagging. No pit tag was inserted because individual began camoflaging quickly. Nest was relocated to a higher location on the beach to prevent co,3:09:00 AM,12SEP2003,17JUL2003,,,,,33.8443500,-77.960020,39L,N,,33.8443500,-77.960020,33.8443500,-77.960020,,39L,,,,,,,,,,
64,Y,Cc,4336204A43,E,SSN130,E,SSN146,E,,,,,,,,54,,,129,6,0,0,0,"Fluffy with special satellite tracker with depth sensor. It is still there as is the wood but it is covered. Nest is between fences on south beach- on steep incline above (~3ft) high tide, some roots, but good sand. Decided not to relocate.",1:10:00 AM,10SEP2003,18JUL2003,,,,,33.8565300,-77.999600,17R,N,,33.8565300,-77.999600,,,,17R,,,,,,,,,,
65,Y,Cc,4312133226,A,RRE176,A,RRE178,A,96.8,95,86.4,88.1,86,67.7,,65,,,5,76,0,2,0,"Very small, no scars. Shell covered with algae and skeleton shrimp. Barnacles located along all portions of carapace. Some skin barnacles on flippers and face. Weren't able to biopsy flipper because it was so tough. Matting signs look recent still pinkish in color",5:48:00 AM,22SEP2003,19JUL2003,,,,,33.8823800,-77.956180,42R,N,,33.8823800,-77.956180,,,,42R,,,,,,,,,,
66,Y,Cc,985100010160225,E,RRE132,E,RRE133,E,107.1,100,99.2,99.3,97,79.9,,61,,,86,3,1,0,0,"Large barnacles along back, nothing out of the ordinary. Algae also on back. Right rear flipper has chunk missing. As recorded when turtle last nested.",12:30:00 AM,20SEP2003,21JUL2003,,,,,33.9042800,-77.948650,42R,N,,33.9042800,-77.948650,,,,42R,,,,,,,,,,
67,Y,Cc,43375F1905,A,RRE152,E,RRE180,E,104.1,102,99.2,,,,,52,,,99,16,8,5,2,This individual came up three days ago began laying eggs on East beach and then left almost immediately after beginning to lay. Returned tonight on South near river point and nest had to be relocated further to the east on South beach. She filled nest chamber very high and I removed some from the top to avoid her breaking them when covering.,10:38:00 PM,12SEP2003,22JUL2003,,,,,33.5160100,-78.002790,17L,Y,,33.8600200,-78.004650,33.5160100,-78.002790,17L,,,,,,,,,,,
68,Y,Cc,985120018165349,E,XXR889,E,SSJ667,E,100.1,99,84.2,92.6,92,64.3,,,,,,,,,,5/9- moved nest due to getting washed away. Relcoated to N 33.85462 W -77.95972 98 eggs Nest lost to WO @ Relocated mid-incubation,2:45:00 AM,,23JUL2003,,,,,33.8539000,-77.959520,42R,Y,,33.8539000,-77.959520,33.8539000,-77.959520,42R,,,,,,,,,,,
69,Y,Cc,433346590F,A,RRE167,A,RRE164,E,106.7,106,99.5,101.2,100,74.8,Y,56,,,108,4,108,0,0,Dug up before storm. Hatchlings still under nest,10:45:00 PM,17SEP2003,23JUL2003,,,,,33.8390200,-77.962670,36L,N,,33.8390200,-77.962670,,,,36L,,,,,,,,,,
70,Y,Cc,4312453074,E,RRE125,E,RRE124,E,113,110,99.2,100.6,99,75.5,,66,,,84,1,1,0,0,5th time this individual has been noted this season. Nest chamber was not very full when individal began covering. Large concentration of algae and dense barnacles along center back.,2:51:00 AM,30SEP2003,26JUL2003,,,,,33.8585500,-77.959620,42R,N,,33.8585500,-77.959620,,,,42R,,,,,,,,,,
71,Y,Cc,,,RRE145,A,RRE183,A,103.1,102,93.6,94.1,91,73.6,Y,,,,17,54,17,0,0,Individual has large barnacles on carapace but otherwise is relatively clean. Scutes are growing up and around barnacles. Scutes are peeling off and some have falled off with new ones showing beneath. She came up late in the morning and nest until dawn.,5:27:00 AM,,27JUL2003,,,,,33.8648800,-77.958570,42R,N,,33.8648800,-77.958570,,,,42R,,,,,,,,,,
72,Y,Cc,43387B7447,E,RRE147,E,RRE148,E,111,110,99.5,101.9,100,76.3,,,,,0,150,0,0,0,,1:33:00 AM,,28JUL2003,,,,,33.8488700,-77.977870,31L,N,,33.8488700,-77.977870,,,,31L,,,,,,,,,,
73,Y,Cc,43137E5C69,E,RRE105,E,RRE104,E,108.1,108,101.1,99.5,97,79.5,,,,,1,108,1,0,0,,12:28:00 AM,,30JUL2003,,,,,33.8517500,-77.985950,25R,N,,33.8517500,-77.985950,,,,25R,,,,,,,,,,
